WAV_FILE,WER,GroundTruth_Sentence,ASR_Sentence,Intent
777.wav,1.0,I'd like to listen to GNG,<unk> g. n. g.,PlayMusic
778.wav,0.3333333333333333,I'd like to listen to Tepki,i like to listen to key,PlayMusic
779.wav,0.5,I'd like to listen to Misha,i like to listen to meet ya,PlayMusic
78.wav,0.8571428571428571,I'd like to listen to Anne Marie,i <unk> and marie,PlayMusic
780.wav,0.5,I'd like to listen to Rosana,i like listen to roseanne,PlayMusic
781.wav,0.8571428571428571,I'd like to listen to Tanya Stephens,i like the summer time just stations,PlayMusic
782.wav,0.42857142857142855,I'd like to listen to Rachel Liang,i like to listen to <unk>,PlayMusic
783.wav,0.5714285714285714,I'd like to listen to Maija Vilkkumaa,i'd like to listen to my <unk> they'll coma,PlayMusic
784.wav,0.14285714285714285,I'd like to listen to Club Dogo,i'd like to listen to club diego,PlayMusic
785.wav,0.2857142857142857,I'd like to listen to Mimi Werner,i'd like to listen to me warner,PlayMusic
786.wav,0.14285714285714285,I'd like to listen to No Rome,i'd like to listen to no room,PlayMusic
787.wav,0.3333333333333333,I'd like to listen to Nastia,i'd like to listen to nasty yeah,PlayMusic
788.wav,0.2857142857142857,I'd like to listen to Stephy Tang,i'd like to listen to stuff eating,PlayMusic
789.wav,0.42857142857142855,I'd like to listen to Ruger Hauer,i'd like to listen to roger how are,PlayMusic
79.wav,0.8333333333333334,I'd like to listen to PRGRSHN,i'd like to listen to n._p._r. g. r. s. engine,PlayMusic
790.wav,0.5,I'd like to listen to Nagita,[noise] i'd like to listen to an akita,PlayMusic
791.wav,0.3333333333333333,I'd like to listen to Nino,i'd like to listen to me now,PlayMusic
792.wav,0.3333333333333333,I'd like to listen to Davay,i like to listen to today,PlayMusic
793.wav,0.5,I'd like to listen to Theia,i like to listen to the ah,PlayMusic
794.wav,0.2857142857142857,I'd like to listen to Alex Fong,i like to listen to alex long,PlayMusic
795.wav,0.14285714285714285,I'd like to listen to Junior Lord,i like to listen to junior lord,PlayMusic
796.wav,0.42857142857142855,I'd like to listen to Mad Clown,like to listen to match car,PlayMusic
797.wav,0.625,I'd like to listen to Kim Na Young,i like to make him nine young,PlayMusic
798.wav,0.7142857142857143,I'd like to listen to Ania Dabrowska,i like to listen to and i just broke,PlayMusic
799.wav,0.2857142857142857,I'd like to listen to Winston Surfshirt,i like to listen to winston surfing,PlayMusic
8.wav,0.5714285714285714,I'd like to listen to Joshua Radin,i like to listen to jokes were riding,PlayMusic
80.wav,0.42857142857142855,I'd like to listen to lyyli Wartiovaara-Kallioniemi,i'd like to listen to riley weren't <unk>,PlayMusic
800.wav,0.6666666666666666,I'd like to listen to Dimmi,i like listening to me,PlayMusic
801.wav,0.3333333333333333,I'd like to listen to Raphaella,i like to listen to rockefeller,PlayMusic
802.wav,0.7142857142857143,I'd like to listen to Pi'Erre Bourne,like to listen and if you're born,PlayMusic
803.wav,0.42857142857142855,I'd like to listen to Miss Li,i like to listen to mislead,PlayMusic
804.wav,0.7142857142857143,I'd like to listen to Lester Williams,like to us molester william,PlayMusic
805.wav,0.5,I'd like to listen to Slaydro,like to listen to a draw,PlayMusic
806.wav,0.3333333333333333,I'd like to listen to Kajo,like to listen to control,PlayMusic
807.wav,0.6666666666666666,I'd like to listen to Juice,bikes listen to jews,PlayMusic
808.wav,0.5,I'd like to listen to Macky,like to listen american,PlayMusic
809.wav,1.0,I'd like to listen to CJaye,my closeness c._j.,PlayMusic
81.wav,0.0,I'd like to listen to some chick,i'd like to listen to some chick,PlayMusic
810.wav,0.16666666666666666,I'd like to listen to Day,i like to listen to day,PlayMusic
811.wav,0.8333333333333334,I'd like to listen to Southside,i like christmas outside,PlayMusic
812.wav,0.8571428571428571,I'd like to listen to G Herbo,i like to live jersey you heard about,PlayMusic
813.wav,0.8333333333333334,I'd like to listen to D-Flame,i like clinton did you play,PlayMusic
814.wav,0.7142857142857143,I'd like to listen to Jón Jónsson,like to us the john johnson,PlayMusic
815.wav,0.8333333333333334,I'd like to listen to K3,i like listening nicky three,PlayMusic
816.wav,0.7142857142857143,I'd like to listen to Moneybagg Yo,i like to listen the money back yeah,PlayMusic
817.wav,0.16666666666666666,I'd like to listen to Frances,i like to listen to frances,PlayMusic
818.wav,0.42857142857142855,I'd like to listen to Sergey Lazarev,i like to listen to you live,PlayMusic
819.wav,0.16666666666666666,I'd like to listen to Solar,i like to listen to solar,PlayMusic
82.wav,0.3333333333333333,I'd like to listen to Heinis,[noise] i'd like to listen to finish,PlayMusic
820.wav,1.0,I'd like to listen to Yasemin Mori,like plus me yes i'm in missouri,PlayMusic
821.wav,0.5714285714285714,I'd like to listen to Marvin Brooks,like to marvin brought,PlayMusic
822.wav,0.2222222222222222,I'd like to listen to Maan On The Moon,i like to listen to man on the moon,PlayMusic
823.wav,0.5,I'd like to listen to UrboyTJ,i like to listen to airborne d._j.,PlayMusic
824.wav,0.42857142857142855,I'd like to listen to Fang Wu,i like to listen to thing where,PlayMusic
825.wav,0.5,I'd like to listen to Oualid,i like to listen to our lives,PlayMusic
826.wav,0.8333333333333334,I'd like to listen to Fractures,i like fracture,PlayMusic
827.wav,0.5,I'd like to listen to Sultan + Shepard,i like to listen to salt in shepherd,PlayMusic
828.wav,1.0,I'd like to listen to Quando Rondo,my condo rhonda,PlayMusic
829.wav,0.3333333333333333,I'd like to listen to Motta,i like to listen to monitor,PlayMusic
83.wav,0.8571428571428571,I'd like to listen to Köyhä Jonne,and like <unk>,PlayMusic
830.wav,0.14285714285714285,I'd like to listen to Magic System,i like to listen to magic system,PlayMusic
831.wav,0.7142857142857143,I'd like to listen to Meryl Streep,my tuition meryl streep,PlayMusic
832.wav,1.0,I'd like to listen to Rio Febrian,<unk>,PlayMusic
833.wav,0.7142857142857143,I'd like to listen to Jota Quest,my tuition to go to class,PlayMusic
834.wav,0.3333333333333333,I'd like to listen to Tangga,i like to listen to tango,PlayMusic
835.wav,0.2857142857142857,I'd like to listen to Jaymes Reunion,i like to listen to james reunion,PlayMusic
836.wav,0.6666666666666666,I'd like to listen to Alphabeat,like to this now be,PlayMusic
837.wav,0.8571428571428571,I'd like to listen to Cosmo's Midnight,in the cosmos midnight,PlayMusic
838.wav,1.0,I'd like to listen to Sabyan,<unk>,PlayMusic
839.wav,0.14285714285714285,I'd like to listen to The Saturdays,like to listen to the saturdays,PlayMusic
84.wav,0.6666666666666666,I'd like to listen to Tali,i'm trying to listen entirely,PlayMusic
840.wav,0.6666666666666666,I'd like to listen to LGND,to listen to algae andy,PlayMusic
841.wav,0.8333333333333334,I'd like to listen to Macaco,like new mexico,PlayMusic
842.wav,0.3333333333333333,I'd like to listen to Malique,i like to listen to money,PlayMusic
843.wav,0.8333333333333334,I'd like to listen to Gigamesh,like listening mass,PlayMusic
844.wav,0.8333333333333334,I'd like to listen to Ailee,like <unk>,PlayMusic
845.wav,0.5714285714285714,I'd like to listen to Rino Gaetano,i like to listen to reno or know,PlayMusic
846.wav,0.5454545454545454,I'd like to listen to Nathaniel Rateliff & The Night Sweats,i like to listen to nathaniel rattling nights but,PlayMusic
847.wav,0.25,I'd like to listen to Victor & Leo,i like to listen to victor i'm leo,PlayMusic
848.wav,0.42857142857142855,I'd like to listen to Krista Siegfrids,i like to listen to chris sigrid,PlayMusic
849.wav,0.42857142857142855,I'd like to listen to Safri Duo,i like to listen to sacramento,PlayMusic
85.wav,0.5714285714285714,I'd like to listen to Leipe Dennis,and trying to listen to late beginners,PlayMusic
850.wav,0.3333333333333333,I'd like to listen to Drake,i'd like to listen to your age,PlayMusic
851.wav,0.8571428571428571,I'd like to listen to Ed Sheeran,[noise] like <unk> and sharon,PlayMusic
852.wav,0.42857142857142855,I'd like to listen to Justin Bieber,i'd like to listen adjusting beaver,PlayMusic
853.wav,0.14285714285714285,I'd like to listen to Post Malone,[noise] i'd like to listen to post malone,PlayMusic
854.wav,0.8571428571428571,I'd like to listen to J Balvin,like <unk>,PlayMusic
855.wav,0.14285714285714285,I'd like to listen to The Weeknd,i'd like to listen to the weekend,PlayMusic
856.wav,0.6666666666666666,I'd like to listen to Ozuna,[noise] i'd like to listen to was you know,PlayMusic
857.wav,0.5714285714285714,I'd like to listen to The Chainsmokers,[noise] i like to listen to the chain smokers,PlayMusic
858.wav,0.2857142857142857,I'd like to listen to Kendrick Lamar,[noise] i'd like to listen to kendra lamar,PlayMusic
859.wav,0.0,I'd like to listen to Calvin Harris,i'd like to listen to calvin harris,PlayMusic
86.wav,0.8571428571428571,I'd like to listen to Show Luo,trying to rush into shallow,PlayMusic
860.wav,0.0,I'd like to listen to Daddy Yankee,i'd like to listen to daddy yankee,PlayMusic
861.wav,0.3333333333333333,I'd like to listen to Rihanna,and like to listen to <unk>,PlayMusic
862.wav,0.42857142857142855,I'd like to listen to Bad Bunny,i like to listen to that money,PlayMusic
863.wav,0.3333333333333333,I'd like to listen to Khalid,like to listen to clean,PlayMusic
864.wav,0.42857142857142855,I'd like to listen to Ariana Grande,[noise] i'd like to listen to arianna grounding,PlayMusic
865.wav,0.42857142857142855,I'd like to listen to Nicki Minaj,and like to listen to <unk>,PlayMusic
866.wav,0.42857142857142855,I'd like to listen to Selena Gomez,i'd like to listen to salina go man,PlayMusic
867.wav,0.5,I'd like to listen to XXXTENTACION,i'd like to listen to extend talking on,PlayMusic
868.wav,0.0,I'd like to listen to Imagine Dragons,i'd like to listen to imagine dragons,PlayMusic
869.wav,0.16666666666666666,I'd like to listen to Future,i'd like to listen to the future,PlayMusic
87.wav,0.2857142857142857,I'd like to listen to Páll Óskar,i'd like to listen to oscar,PlayMusic
870.wav,0.5,I'd like to listen to Maluma,i'd like to listen to him alone huh,PlayMusic
871.wav,0.5714285714285714,I'd like to listen to Travis Scott,[noise] i'd like to listen to try every sitcoms,PlayMusic
872.wav,0.16666666666666666,I'd like to listen to Sia,i'd like to listen to share,PlayMusic
873.wav,0.2857142857142857,I'd like to listen to Nicky Jam,i'd like to listen to <unk>,PlayMusic
874.wav,0.2857142857142857,I'd like to listen to David Guetta,i'd like to listen to <unk>,PlayMusic
875.wav,0.16666666666666666,I'd like to listen to Quavo,i'd like to listen to <unk>,PlayMusic
876.wav,0.6666666666666666,I'd like to listen to Kygo,[noise] i'd like to live in chicago,PlayMusic
877.wav,0.2857142857142857,I'd like to listen to Shawn Mendes,i'd like to listen to show just,PlayMusic
878.wav,0.14285714285714285,I'd like to listen to Major Lazer,i'd like to listen to major laser,PlayMusic
879.wav,0.5714285714285714,I'd like to listen to Maroon 5,i like to listen tomorrow fine,PlayMusic
88.wav,0.8571428571428571,I'd like to listen to Bebo Yau,like tourist debatable yeah,PlayMusic
880.wav,0.5714285714285714,I'd like to listen to Dua Lipa,[noise] i'd like to listen to do a liberal,PlayMusic
881.wav,0.375,I'd like to listen to Ty Dolla $ign,i'd like to listen to the dollar sign,PlayMusic
882.wav,0.3333333333333333,I'd like to listen to Migos,i'd like to listen to me goes,PlayMusic
883.wav,0.3333333333333333,I'd like to listen to Coldplay,i'd like to listen to cold clay,PlayMusic
884.wav,0.2857142857142857,I'd like to listen to Camila Cabello,i'd like to listen to communicate mellow,PlayMusic
885.wav,0.5714285714285714,I'd like to listen to Bebe Rexha,[noise] i'd like to listen to that iraq so,PlayMusic
886.wav,0.2857142857142857,I'd like to listen to Cardi B,i'd like to listen to comedy,PlayMusic
887.wav,0.375,I'd like to listen to Lil Uzi Vert,i'd like to listen to lose the bird,PlayMusic
888.wav,0.14285714285714285,I'd like to listen to Bruno Mars,i'd like to listen to bruno marsh,PlayMusic
889.wav,0.42857142857142855,I'd like to listen to Sam Smith,i like to listen to sam's nice,PlayMusic
89.wav,0.2,I'd like to listen to The Head and the Heart,i like to listen to the hand and the heart,PlayMusic
890.wav,0.42857142857142855,I'd like to listen to Charlie Puth,to listen to charlie plus,PlayMusic
891.wav,0.2857142857142857,I'd like to listen to DJ Snake,i like to listen to d._j. snake,PlayMusic
892.wav,0.42857142857142855,I'd like to listen to 21 Savage,like to listen to twenty one savage,PlayMusic
893.wav,1.0,I'd like to listen to Halsey,<unk>,PlayMusic
894.wav,0.5,I'd like to listen to Avicii,i like to listen to the b._b._c.,PlayMusic
895.wav,0.8333333333333334,I'd like to listen to Wisin,to <unk>,PlayMusic
896.wav,0.5714285714285714,I'd like to listen to Luis Fonsi,to listen to lose funding,PlayMusic
897.wav,0.42857142857142855,I'd like to listen to Clean Bandit,i like to listen to clean banned it,PlayMusic
898.wav,0.2857142857142857,I'd like to listen to Jason Derulo,like to listen to jason <unk>,PlayMusic
899.wav,1.0,I'd like to listen to Zara Larsson,this <unk>,PlayMusic
9.wav,0.14285714285714285,I'd like to listen to Jordin Sparks,i'd like to listen to jordan sparks,PlayMusic
90.wav,0.45454545454545453,"I'd like to listen to Artists Of Then, Now & Forever",like to listen to honesty then now in forever,PlayMusic
900.wav,0.3333333333333333,I'd like to listen to Marshmello,i like to listen to marsala,PlayMusic
901.wav,0.5,I'd like to listen to G-Eazy,like to listen to g. easy,PlayMusic
902.wav,0.7142857142857143,I'd like to listen to Jonas Blue,listen to just slow,PlayMusic
903.wav,0.6666666666666666,I'd like to listen to Anne-Marie,to wasn't to emery,PlayMusic
904.wav,1.0,I'd like to listen to Fetty Wap,life lessons <unk>,PlayMusic
905.wav,0.75,I'd like to listen to Zion & Lennox,i listen to c._n._n. lex,PlayMusic
906.wav,0.7142857142857143,I'd like to listen to Robin Schulz,i listened to robin shows,PlayMusic
907.wav,0.5714285714285714,I'd like to listen to Daft Punk,like listen to die,PlayMusic
908.wav,0.7142857142857143,I'd like to listen to Young Thug,life listen too young so,PlayMusic
909.wav,1.0,I'd like to listen to Big Sean,less in the beach,PlayMusic
91.wav,0.8571428571428571,I'd like to listen to Vale Lambo,and like <unk>,PlayMusic
910.wav,0.5714285714285714,I'd like to listen to Enrique Iglesias,i like to listen requiring grace yeah,PlayMusic
911.wav,0.14285714285714285,I'd like to listen to French Montana,i like to listen to french montana,PlayMusic
912.wav,0.8333333333333334,I'd like to listen to Shakira,i like secure,PlayMusic
913.wav,0.42857142857142855,I'd like to listen to Fifth Harmony,i like to listen to the army,PlayMusic
914.wav,0.3333333333333333,I'd like to listen to Pitbull,i like to listen to people,PlayMusic
915.wav,0.3333333333333333,I'd like to listen to Anitta,i like to listen to anita,PlayMusic
916.wav,0.5714285714285714,I'd like to listen to Swae Lee,i like to listen this really,PlayMusic
917.wav,0.5,I'd like to listen to Daya,i like to listen to die yeah,PlayMusic
918.wav,0.42857142857142855,I'd like to listen to Sean Paul,i like to listen to shop all,PlayMusic
919.wav,1.0,I'd like to listen to Farruko,oh nice for though,PlayMusic
92.wav,0.5,I'd like to listen to Lo-Fang,and like to listen to those thing,PlayMusic
920.wav,0.5714285714285714,I'd like to listen to Jess Glynne,to listen to just lying,PlayMusic
921.wav,0.7142857142857143,I'd like to listen to Rita Ora,to listen to me either or,PlayMusic
922.wav,0.5714285714285714,I'd like to listen to Rae Sremmurd,to listen to re remote,PlayMusic
923.wav,0.7142857142857143,I'd like to listen to Kodak Black,to <unk> black,PlayMusic
924.wav,1.0,I'd like to listen to Bryson Tiller,do ration mhm,PlayMusic
925.wav,0.7142857142857143,I'd like to listen to Becky G,listen to gee,PlayMusic
926.wav,0.7142857142857143,I'd like to listen to Justin Timberlake,justin timberlake,PlayMusic
927.wav,1.0,I'd like to listen to Manuel Turizo,like to lose too many will juries though,PlayMusic
928.wav,1.0,I'd like to listen to Meghan Trainor,might choose the million train or,PlayMusic
929.wav,1.0,I'd like to listen to 2 Chainz,commission and change,PlayMusic
93.wav,0.42857142857142855,I'd like to listen to Moon Afflick,i like to listen to the moon affleck,PlayMusic
930.wav,0.8571428571428571,I'd like to listen to Wiz Khalifa,like <unk>,PlayMusic
931.wav,0.0,I'd like to listen to Florida Georgia Line,i'd like to listen to florida georgia line,PlayMusic
932.wav,0.42857142857142855,I'd like to listen to Lil Yachty,i'd like to listen a little johnny,PlayMusic
933.wav,0.42857142857142855,I'd like to listen to Tove Lo,i'd like to listen i told them,PlayMusic
934.wav,0.2857142857142857,I'd like to listen to James Arthur,i'm trying to listen to james arthur,PlayMusic
935.wav,0.2857142857142857,I'd like to listen to John Legend,and like to listen john legend,PlayMusic
936.wav,0.5,I'd like to listen to OneRepublic,i'd like to listen and wondering public,PlayMusic
937.wav,0.8571428571428571,I'd like to listen to Felix Jaehn,and like of fear jan,PlayMusic
938.wav,0.14285714285714285,I'd like to listen to One Direction,[noise] i'd like to listen to one direction,PlayMusic
939.wav,0.8333333333333334,I'd like to listen to Beyoncé,like beyond that,PlayMusic
94.wav,0.42857142857142855,I'd like to listen to Dim Out,need to listen to them out,PlayMusic
940.wav,0.42857142857142855,I'd like to listen to Julia Michaels,i like to listen to your michael,PlayMusic
941.wav,0.16666666666666666,I'd like to listen to Grey,i like to listen to grey,PlayMusic
942.wav,0.8333333333333334,I'd like to listen to Offset,like clubs and all that,PlayMusic
943.wav,0.7142857142857143,I'd like to listen to Piso 21,i like to listen to people so twenty one,PlayMusic
944.wav,0.7142857142857143,I'd like to listen to Metro Boomin,like live in the metro booming,PlayMusic
945.wav,0.42857142857142855,I'd like to listen to DJ Luian,i like to listen to d._j. <unk>,PlayMusic
946.wav,0.5714285714285714,I'd like to listen to Natti Natasha,i like to listen to not eat pasta,PlayMusic
947.wav,0.6666666666666666,I'd like to listen to Diplo,like to people,PlayMusic
948.wav,0.625,I'd like to listen to Jorge & Mateus,i like to listen to george i'm out here,PlayMusic
949.wav,0.5714285714285714,I'd like to listen to Flo Rida,i like to listen to slow right now,PlayMusic
95.wav,1.0,I'd like to listen to Eripe,majors and do eat right,PlayMusic
950.wav,0.8333333333333334,I'd like to listen to Arcangel,and like tuition to argue angel,PlayMusic
951.wav,0.5714285714285714,I'd like to listen to Lukas Graham,i'd like to original lucas grand,PlayMusic
952.wav,0.2857142857142857,I'd like to listen to Willy William,i like to listen to really william,PlayMusic
953.wav,0.5714285714285714,I'd like to listen to Mike Posner,i like to listen in life partner,PlayMusic
954.wav,0.3333333333333333,I'd like to listen to Macklemore,i'd like to listen to my floor,PlayMusic
955.wav,0.2857142857142857,I'd like to listen to Danny Ocean,i'd like to russia danny ocean,PlayMusic
956.wav,0.5714285714285714,I'd like to listen to Liam Payne,i'd like to originally i'm pain,PlayMusic
957.wav,0.16666666666666666,I'd like to listen to Alesso,i'd like to listen to show,PlayMusic
958.wav,0.16666666666666666,I'd like to listen to CNCO,i'd like to listen to chicago,PlayMusic
959.wav,0.5,I'd like to listen to Galantis,i like to listen to jail actor,PlayMusic
96.wav,1.0,I'd like to listen to Gustas Mio,tennessee sauce neo,PlayMusic
960.wav,1.0,I'd like to listen to Childish Gambino,i like to listen the child is in you know,PlayMusic
961.wav,0.7142857142857143,I'd like to listen to Little Mix,i like the little man,PlayMusic
962.wav,0.2857142857142857,I'd like to listen to Mambo Kingz,i like to listen to mambo,PlayMusic
963.wav,0.8571428571428571,I'd like to listen to RAF Camora,like live nebraska camera,PlayMusic
964.wav,0.8333333333333334,I'd like to listen to Lauv,like live below,PlayMusic
965.wav,0.3333333333333333,I'd like to listen to Desiigner,like to listen to designer,PlayMusic
966.wav,0.5,I'd like to listen to Matheus & Kauan,i like to listen to me going,PlayMusic
967.wav,0.5,I'd like to listen to Lorde,i like to listen to the lord,PlayMusic
968.wav,0.7142857142857143,I'd like to listen to Iggy Azalea,i like to live you though yeah,PlayMusic
969.wav,0.2857142857142857,I'd like to listen to Juice WRLD,i like to listen to juice world,PlayMusic
97.wav,0.7142857142857143,I'd like to listen to Peter Manjarrés,i like to be their <unk>,PlayMusic
970.wav,0.5714285714285714,I'd like to listen to Juan Magán,i like to listen to one my gone,PlayMusic
971.wav,0.2857142857142857,I'd like to listen to Lil Pump,i'd like to listen to little punks,PlayMusic
972.wav,1.0,I'd like to listen to Axwell /\ Ingrosso,i might as well in grosso,PlayMusic
973.wav,0.3333333333333333,I'd like to listen to Skrillex,i'd like to listen to screw relax,PlayMusic
974.wav,0.5,I'd like to listen to Rudimental,[noise] i'd like to listen to of mental,PlayMusic
975.wav,0.3333333333333333,I'd like to listen to DNCE,i like to listen to d._m._z.,PlayMusic
976.wav,0.4444444444444444,I'd like to listen to Macklemore & Ryan Lewis,i like to listen to <unk> enron lewis,PlayMusic
1090.wav,0.42857142857142855,I'd like to listen to Sandro Cavazza,i like to listen to sandra canasta,PlayMusic
1091.wav,0.3333333333333333,I'd like to listen to Labrinth,i like to listen to <unk>,PlayMusic
1092.wav,0.2857142857142857,I'd like to listen to Jasmine Thompson,like to listen to jasmine something,PlayMusic
1093.wav,1.0,I'd like to listen to YG,lifeless the,PlayMusic
1094.wav,1.0,I'd like to listen to Wolfine,by tourists novelty,PlayMusic
1095.wav,0.42857142857142855,I'd like to listen to Arctic Monkeys,i like to listen the arctic monkey,PlayMusic
1096.wav,0.14285714285714285,I'd like to listen to Don Omar,i like to listen to don omar,PlayMusic
1097.wav,0.8571428571428571,I'd like to listen to Steve Aoki,like us and recording,PlayMusic
1098.wav,0.5,I'd like to listen to Snakehips,i like to listen to sneak ship,PlayMusic
1099.wav,0.5714285714285714,I'd like to listen to Zac Efron,i like to listen to that guy from,PlayMusic
11.wav,0.16666666666666666,I'd like to listen to GC,i'd like to listen to juicy,PlayMusic
110.wav,0.5,I'd like to listen to Laylow,i like to listen to lay low,PlayMusic
1100.wav,0.2857142857142857,I'd like to listen to Joey Montana,i like to listen to join montana,PlayMusic
1101.wav,0.2857142857142857,I'd like to listen to Keala Settle,i like to listen to settle,PlayMusic
1102.wav,0.42857142857142855,I'd like to listen to Hugh Jackman,i like to listen to document,PlayMusic
1103.wav,0.8571428571428571,I'd like to listen to Adam Levine,like the um,PlayMusic
1104.wav,0.625,I'd like to listen to Years & Years,i like new years and years,PlayMusic
1105.wav,1.0,I'd like to listen to Dennis Lloyd,it was this morning,PlayMusic
1106.wav,1.0,I'd like to listen to WALK THE MOON,my son new york,PlayMusic
1107.wav,1.0,I'd like to listen to Ninho,it was neat,PlayMusic
1108.wav,1.0,I'd like to listen to Noriel,the area,PlayMusic
1109.wav,0.8,I'd like to listen to Lilly Wood and The Prick,i was listening to the bridge,PlayMusic
111.wav,0.42857142857142855,I'd like to listen to Kit Chan,i like to listen to kitchen,PlayMusic
1110.wav,1.0,I'd like to listen to Lil Baby,i'm my this movie,PlayMusic
1111.wav,1.0,I'd like to listen to Lil Dicky,was movie,PlayMusic
1112.wav,1.0,I'd like to listen to Astrid S,son was yes,PlayMusic
977.wav,0.3333333333333333,I'd like to listen to OMI,i'd like to listen to the army,PlayMusic
978.wav,0.5714285714285714,I'd like to listen to Anuel Aa,[noise] i'd like to listen to a new law,PlayMusic
979.wav,1.0,I'd like to listen to Tyga,<unk>,PlayMusic
98.wav,0.42857142857142855,I'd like to listen to Dusty Springfield,like said to dusty springfield,PlayMusic
980.wav,0.42857142857142855,I'd like to listen to Mark Ronson,i like to listen to my grandson,PlayMusic
981.wav,1.0,I'd like to listen to Bonez MC,<unk>,PlayMusic
982.wav,0.625,I'd like to listen to Gente De Zona,need to listen to him to on,PlayMusic
983.wav,1.0,I'd like to listen to Henrique & Juliano,<unk> henry in juliana,PlayMusic
984.wav,0.5714285714285714,I'd like to listen to Troye Sivan,to listen to try seven,PlayMusic
985.wav,0.8571428571428571,I'd like to listen to MC Kevinho,and like tourism m._c. kevin,PlayMusic
986.wav,1.0,I'd like to listen to Tiësto,i just taste though,PlayMusic
987.wav,1.0,I'd like to listen to X Ambassadors,tourism accent passengers,PlayMusic
988.wav,0.2857142857142857,I'd like to listen to Juicy J,i like to listen to juicy jay,PlayMusic
989.wav,0.2857142857142857,I'd like to listen to JP Cooper,i'd like to listen to j. p. cooper,PlayMusic
99.wav,0.3333333333333333,I'd like to listen to Ozzy,i like to listen to ozzie,PlayMusic
990.wav,0.6666666666666666,I'd like to listen to PARTYNEXTDOOR,i like to listen to party next door,PlayMusic
991.wav,0.7142857142857143,I'd like to listen to Trippie Redd,to listen to trip you man,PlayMusic
992.wav,0.42857142857142855,I'd like to listen to Carlos Vives,i like to listen to curlers fives,PlayMusic
993.wav,0.5,I'd like to listen to Hozier,i like to listen to his year,PlayMusic
994.wav,1.0,I'd like to listen to 6ix9ine,nice looking six nine,PlayMusic
995.wav,0.8571428571428571,I'd like to listen to Fuse ODG,to his nephews o._d. gee,PlayMusic
996.wav,0.42857142857142855,I'd like to listen to Wesley Safadão,like to listen to wesley certified yeah,PlayMusic
997.wav,0.8571428571428571,I'd like to listen to Charli XCX,like to list the charlie next yet,PlayMusic
998.wav,0.8333333333333334,I'd like to listen to KYLE,like listening <unk>,PlayMusic
999.wav,0.3333333333333333,I'd like to listen to Bazzi,i like to listen to <unk>,PlayMusic
1113.wav,1.0,I'd like to listen to Paul McCartney,home car,PlayMusic
1114.wav,1.0,I'd like to listen to Sam Martin,business and more,PlayMusic
1115.wav,1.0,I'd like to listen to Sofia Reyes,theories,PlayMusic
1116.wav,1.0,I'd like to listen to A$AP Ferg,my name is nancy from,PlayMusic
1117.wav,1.0,I'd like to listen to Sevn Alias,i was listening,PlayMusic
1118.wav,1.0,I'd like to listen to Kai,listening hi,PlayMusic
1119.wav,0.8333333333333334,I'd like to listen to Disclosure,disclosure,PlayMusic
112.wav,0.3333333333333333,I'd like to listen to Vengaboys,i'd like to listen to the is,PlayMusic
1120.wav,1.0,I'd like to listen to Ne-Yo,in india,PlayMusic
1121.wav,1.0,I'd like to listen to Álvaro Soler,now so,PlayMusic
1122.wav,0.875,I'd like to listen to Jowell & Randy,listen listen the gentleman rainy,PlayMusic
1123.wav,0.5,I'd like to listen to Niska,like to listen to this guy,PlayMusic
1124.wav,0.7142857142857143,I'd like to listen to Phoebe Ryan,i listen to see me ryan,PlayMusic
1126.wav,0.375,I'd like to listen to Henrique & Diego,i like to listen to him reeking diego,PlayMusic
1127.wav,0.2857142857142857,I'd like to listen to Noah Cyrus,i like to listen to notice cyrus,PlayMusic
1128.wav,1.0,I'd like to listen to Ufo361,like to listen to us on three six one,PlayMusic
1129.wav,0.6666666666666666,I'd like to listen to Frenna,i like listening to farina,PlayMusic
113.wav,0.8571428571428571,I'd like to listen to Vazelina Bilopphøggers,like to listen to balance seen a pop tours,PlayMusic
1130.wav,0.5,I'd like to listen to Oasis,i like to listen choices,PlayMusic
1131.wav,0.3333333333333333,I'd like to listen to Deorro,like to listen to radio,PlayMusic
1132.wav,0.5,I'd like to listen to Jesse & Joy,like to listen to just enjoy,PlayMusic
1133.wav,0.42857142857142855,I'd like to listen to Rag'n'Bone Man,i like to listen to them and,PlayMusic
1134.wav,0.6666666666666666,I'd like to listen to Preme,listen to <unk>,PlayMusic
1135.wav,0.5,I'd like to listen to Dzeko,i like to listen to this echo,PlayMusic
1136.wav,0.2857142857142857,I'd like to listen to The Vamps,like to listen to the van,PlayMusic
1137.wav,0.75,I'd like to listen to Fall Out Boy,listen to follow up way,PlayMusic
1138.wav,0.3333333333333333,I'd like to listen to Aminé,i like to listen to enemy,PlayMusic
1139.wav,0.6666666666666666,I'd like to listen to Brytiago,i like to breach jago,PlayMusic
114.wav,0.7142857142857143,I'd like to listen to Huilu Tino,to listen to who you know,PlayMusic
1140.wav,0.5714285714285714,I'd like to listen to Luis Miguel,i like listen to louis yeah,PlayMusic
1141.wav,0.3333333333333333,I'd like to listen to Tinashe,i like to listen to national,PlayMusic
1142.wav,0.3333333333333333,I'd like to listen to Broederliefde,i'd like to listen to better life,PlayMusic
1143.wav,1.0,I'd like to listen to Juanes,no one is,PlayMusic
1144.wav,0.5,I'd like to listen to Chino & Nacho,and like to listen in chino an,PlayMusic
1145.wav,0.16666666666666666,I'd like to listen to Booba,i'd like to listen to buddha,PlayMusic
