WAV_FILE,WER,GroundTruth_Sentence,ASR_Sentence,Intent
563.wav,0.25,In the lounge change it to level two,[noise] in the lounge change it to level too,SetLightBrightness
564.wav,0.0,In the lounge turn the lights off.,in the lounge turn the lights off,SwitchLightOff
565.wav,0.14285714285714285,In the pantry turn down the brightness,in the pantry turn down the premise,DecreaseBrightness
566.wav,0.0,In the pantry turn up the brightness,in the pantry turn up the brightness,IncreaseBrightness
567.wav,0.5,"In the small meeting room, the lights must be pink",small meeting them the must be,SetLightColor
568.wav,0.7692307692307693,"In the your cellar, set the brightness of the light bulbs to twelve.",dollar set the brightness like oh well,SetLightBrightness
569.wav,0.3333333333333333,Increase brightness please,increase pregnant please,IncreaseBrightness
57.wav,0.6666666666666666,Can we change the lights to anything but pink?,totally changed still likes to anything but peak,SetLightColor
570.wav,0.75,Increase brightness to fifty.,greens brightness too picky,SetLightBrightness
571.wav,0.5,Increase brightness to seventy-three.,increase brightness seventy three,SetLightBrightness
572.wav,0.6666666666666666,Increase light brightness.,increase my goodness,IncreaseBrightness
573.wav,0.3333333333333333,Increase light intensity.,increase flight intensity,IncreaseBrightness
574.wav,0.4,Increase lighting in entire appartment,increase lighting an entire apartment,IncreaseBrightness
575.wav,0.16666666666666666,Increase lighting in small meeting room,increase lighting in small media room,IncreaseBrightness
576.wav,0.2,Increase lights in entire house,increase lives in entire house,IncreaseBrightness
577.wav,0.7142857142857143,Increase the brightness in the changing room.,increase brightens into changing them,IncreaseBrightness
578.wav,0.0,Increase the brightness of the basement,increase the brightness of the basement,IncreaseBrightness
579.wav,0.8571428571428571,Increase the brightness of the kitchen lights,the <unk>,IncreaseBrightness
58.wav,0.3333333333333333,Can we make the whole house a twenty two?,we make a whole house or twenty two,SetLightBrightness
580.wav,1.0,Increase the brightness of the lights in the cellar,[noise] <unk>,IncreaseBrightness
581.wav,0.7,Increase the brightness of the lights in the dining room.,includes tightening up appalachian the dining room,IncreaseBrightness
582.wav,1.0,Increase the brightness of the lights in the entrance.,<unk> and turns,IncreaseBrightness
583.wav,0.3333333333333333,Increase the brightness of the lights.,increase the brightness the light,IncreaseBrightness
584.wav,0.3333333333333333,Increase the brightness of this room.,increase the brightness and room,IncreaseBrightness
585.wav,1.0,Increase the brightness to seventy-three.,mr second degree,SetLightBrightness
586.wav,0.0,Increase the brightness to ten.,increase the brightness to ten,SetLightBrightness
587.wav,0.8,Increase the cubicle's light intensity.,<unk> intensity,IncreaseBrightness
588.wav,0.16666666666666666,Increase the intensity of the lighting,increase the intensity and the lighting,IncreaseBrightness
589.wav,0.8571428571428571,Increase the intensity of the lighting please,racially insensitive gliding please,IncreaseBrightness
59.wav,0.6,Can we put in some green light in the shed,light in the shed,SetLightColor
590.wav,0.6666666666666666,Increase the intensity of the lights,increasing the lights,IncreaseBrightness
591.wav,0.8571428571428571,Increase the light in the changing room,crystalline changing rooms,IncreaseBrightness
592.wav,0.0,Increase the light intensity,increase the light intensity,IncreaseBrightness
593.wav,0.2857142857142857,Increase the light intensity in the vestibule,increase the life intensity and the vestibule,IncreaseBrightness
594.wav,0.6666666666666666,Increase the lighting,increase elaine,IncreaseBrightness
595.wav,0.5,Increase the lighting in the cubicle,increase the lighting and accuse home,IncreaseBrightness
596.wav,0.8333333333333334,Increase the lighting in the vestibule,delighting in the last year,IncreaseBrightness
597.wav,0.5,Increase the lighting intensity,increase the lightning,IncreaseBrightness
598.wav,0.0,Increase the lighting intensity please,increase the lighting intensity please,IncreaseBrightness
599.wav,0.3333333333333333,Increase the lights in the bedroom,increase the like in the,IncreaseBrightness
6.wav,1.0,Activate the toilets lights.,[laughter],SwitchLightOn
60.wav,0.42857142857142855,Can you change the bathroom light blue,[noise] can you change the bathroom like new,SetLightColor
600.wav,0.0,Increase the lights in the garden.,increase the lights in the garden,IncreaseBrightness
601.wav,1.0,Increase the lights in the toilets.,you <unk>,IncreaseBrightness
602.wav,0.0,Increase the lights on the patio.,increase the lights on the patio,IncreaseBrightness
603.wav,0.5,Increase the lights please.,increase the late sixties,IncreaseBrightness
604.wav,0.5714285714285714,"Increase the lights, it is too dark.",increase the life is to dart,IncreaseBrightness
605.wav,0.375,Is is possible to turn down the brightness?,possible to turn down the rightness,DecreaseBrightness
606.wav,0.3333333333333333,Is it okay for you to decrease the brightness of the lights.,is it okay for you to decrease the pregnancy bullets,DecreaseBrightness
607.wav,1.0,Is it possible for you to turn the lights up in the cellar for us,plus <unk> initial enough foreigners,IncreaseBrightness
608.wav,0.2,Is it possible to get the lounge brightness to five ?,is it possible to get allowance brightness to five,SetLightBrightness
609.wav,0.9166666666666666,Is it possible to turn down the brightness in the kids bedroom,you could possibly do down don't debate nothing gets but um,DecreaseBrightness
61.wav,0.6,Can you change the color of the lights to red in the large meeting room,[noise] can you change the color or read in the you do,SetLightColor
610.wav,0.375,Is it possible to turn on studio light,it's impossible to turn on studio light,SwitchLightOn
611.wav,0.5,Is it possible to turn the light on,impossible to turn the lights on,SwitchLightOn
612.wav,0.2727272727272727,Is it possible to turn the lights down in this room?,impossible to turn the lights down in this room,DecreaseBrightness
613.wav,0.9090909090909091,Is there a way to turn the kitchen lights to red?,wages don't like to read,SetLightColor
614.wav,0.6363636363636364,Is there anyway you can change the light to be blue?,you you can can be blue,SetLightColor
615.wav,0.3,It is too dark on the patio increase the lights.,it is to dart on the patio increase the light,IncreaseBrightness
616.wav,0.8333333333333334,"It is too dark, more lights.",dark more like,IncreaseBrightness
617.wav,0.8,It's too bright in here!,do but i in here,DecreaseBrightness
618.wav,0.2857142857142857,"It's too bright, bring the lights down",too bright bring the lights down,DecreaseBrightness
619.wav,0.7142857142857143,"It's too bright, please make it darker",still break please major darker,DecreaseBrightness
62.wav,0.5,Can you change the kids room to red,you change the kids from three,SetLightColor
620.wav,0.8,It's too dark in here.,you do dark and yet,IncreaseBrightness
621.wav,0.6,It's too dark in here. Brighten the lights a bit.,to dark in here right and the lights up bet,IncreaseBrightness
622.wav,0.3333333333333333,It's too dark in the bedroom,dark in the bedroom,IncreaseBrightness
623.wav,0.2857142857142857,It's too dark in the waiting room,dark in the waiting room,IncreaseBrightness
624.wav,0.0,It's way too dark in here,it's way too dark in here,IncreaseBrightness
625.wav,1.0,Kill the bathroom lights.,about three months,SwitchLightOff
626.wav,0.16666666666666666,Kill the lights in the bedroom.,the lights in the bedroom,SwitchLightOff
627.wav,1.0,Kill the lights in the entire appartment,so <unk> our apartment,SwitchLightOff
628.wav,0.0,Lessen the brightness for me,lessen the brightness for me,DecreaseBrightness
629.wav,0.7,Lessen the brightness of the lights in the bed room.,liberate miserable lights in the bedroom,DecreaseBrightness
63.wav,0.5,Can you change the light in the garden to pink,change late in the garden to bank,SetLightColor
630.wav,0.25,Let there be light,let there be like,SwitchLightOn
631.wav,1.0,Let's change the garage lighting to twenty two.,yeah lived in brooklyn,SetLightBrightness
632.wav,0.75,Let's have red lights,watch a red light,SetLightColor
633.wav,0.6666666666666666,Let's have the entrance be red,well that's how the entrance be read,SetLightColor
634.wav,0.42857142857142855,Let's lower the intensity of the lights,that's the intensity of the lakes,DecreaseBrightness
635.wav,0.6,Let's make the vestibule green.,make the computer screen,SetLightColor
636.wav,0.75,Lets get the patio lights to be blue.,<unk> likes to be,SetLightColor
637.wav,0.6,"Lets lower the lights, please.",let's lowers the lights please,DecreaseBrightness
638.wav,0.8333333333333334,Lets make the entrance lighting red.,let's make them done slating they'd,SetLightColor
639.wav,0.6,Lets make the lights pink.,the lights blink,SetLightColor
64.wav,0.5,Can you change the lighting in the bathroom?,you riding in the bathroom,SwitchLightOff
640.wav,0.25,Lets turn off the lights in the office,turn on the lights in the office,SwitchLightOff
641.wav,0.25,Light up the vestibule.,right up the vestibule,SwitchLightOn
642.wav,0.8181818181818182,Lighting needs to be adjusted to level two in the cubicle,basic needs to the eleventh doing their cubicles,SetLightBrightness
643.wav,0.7142857142857143,Lights in the backyard should be red.,like in the back yard to be read,SetLightColor
644.wav,1.0,Lights in the kids bedroom must be on please,<unk> young,SwitchLightOn
645.wav,0.25,Lights more intense please,more intense please,IncreaseBrightness
646.wav,0.3333333333333333,Lights off in the living room,it's all in the living room,SwitchLightOff
647.wav,1.0,Lights off please,like larger leave,SwitchLightOff
648.wav,1.0,Lights off.,myself,SwitchLightOff
649.wav,0.2857142857142857,Lights on in the kids bedroom please,like on in the kids bedroom,SwitchLightOn
65.wav,0.0,Can you change the lighting intensity of the laundry room to twenty two,can you change the lighting intensity of the laundry room to twenty two,SetLightBrightness
650.wav,0.3333333333333333,"Lights on, now",lights on now,SwitchLightOn
651.wav,0.0,Lights out,lights out,SwitchLightOff
652.wav,1.0,Lights out please,myself,SwitchLightOff
653.wav,1.0,Lights out please.,[noise] nice nice,SwitchLightOff
654.wav,0.2,Lower all of the lighting.,lower all the lighting,DecreaseBrightness
655.wav,0.0,Lower brightness,lower brightness,DecreaseBrightness
656.wav,0.8,Lower brightness in the backyard,<unk> in the back yard,DecreaseBrightness
657.wav,0.0,Lower brightness in the toilets room,lower brightness in the toilets room,DecreaseBrightness
658.wav,1.0,Lower light brightness,lower like right now,DecreaseBrightness
659.wav,0.6,Lower lighting in the backyard,lower landing in the back yard,DecreaseBrightness
66.wav,0.6,Can you change the lights to fifty. on the patio,<unk> the lives two fifty on the <unk>,SetLightBrightness
660.wav,0.6666666666666666,Lower the brightness,lower than brains,DecreaseBrightness
661.wav,0.6666666666666666,Lower the brightness in the cubicle,lower the brain you know,DecreaseBrightness
662.wav,0.14285714285714285,Lower the brightness in the facilities room.,oh the brightness in the facilities room,DecreaseBrightness
663.wav,0.3333333333333333,Lower the brightness in the garden,brightness in the garden,DecreaseBrightness
664.wav,0.8333333333333334,Lower the intensity of the lights,don't tend to the like,DecreaseBrightness
665.wav,0.3333333333333333,Lower the lighting in the garage.,lowering the landing in the garage,DecreaseBrightness
666.wav,0.0,Lower the lights,lower the lights,DecreaseBrightness
667.wav,0.375,"Lower the lights in my bed room, please.",the lights in my bedroom please,DecreaseBrightness
668.wav,1.0,Lower the lights in the changing room,like to change,DecreaseBrightness
1089.wav,0.0,The brightness should be ten in a bathroom,the brightness should be ten in a bathroom,SetLightBrightness
109.wav,0.4,Can you set the bathroom brightness level to thirty nine?,could you said the bathroom rightness level two thirty nine,SetLightBrightness
1090.wav,0.42857142857142855,The bulbs should not be so bright.,<unk> should not be so great,DecreaseBrightness
1091.wav,0.42857142857142855,The cellar lights should be turned on.,[noise] seller life should be turned on,SwitchLightOn
1092.wav,0.6666666666666666,The cellar needs to be brighter,<unk> nice to be that,IncreaseBrightness
1093.wav,0.5,The color of the light should be pink in the toilets room,look color the life should be involved toilets room,SetLightColor
1094.wav,0.6666666666666666,The cubicle lights should be pink,they cubicle like she'll be,SetLightColor
1095.wav,1.0,The dining room is too bright.,i <unk> we're blamed,DecreaseBrightness
1096.wav,0.2857142857142857,The garage lights need to be brighter,the <unk> need to be brighter,IncreaseBrightness
1097.wav,0.6666666666666666,The garage should have its lights turned off now,i should have it's like don't know now,SwitchLightOff
1098.wav,0.5,The house room light needs to be changed to red,house remind needs to be changed read,SetLightColor
1099.wav,0.5,The kitchen lights should be pink,teach kitchen like should be paying,SetLightColor
11.wav,0.2857142857142857,Adjust the bedroom lights to ten percent,just the bedroom much to ten percent,SetLightBrightness
110.wav,0.75,Can you set the bathroom light to seventy-three,yeah and you send the bathroom life to seven degree,SetLightBrightness
1100.wav,0.3333333333333333,The kitchen should be brighter please,the kitchen shouldn't be brighter leave,IncreaseBrightness
1101.wav,0.16666666666666666,The large meeting room is too dark and must be made brighter,the meeting room is to dark and must be made brighter,IncreaseBrightness
1102.wav,0.0,The laundry room is too bright.,the laundry room is too bright,DecreaseBrightness
1103.wav,0.14285714285714285,The laundry room lights should be green.,the laundry room life should be green,SetLightColor
1104.wav,0.2,The light color in the waiting room should be green.,like color in the waiting room should be green,SetLightColor
1105.wav,0.7777777777777778,The light in the appartment needs to be dimmed,right near your apartment to be done,DecreaseBrightness
1106.wav,0.45454545454545453,The light in the boardroom needs to be set at seventy-three,the light in the boardroom it'd be at seventy three,SetLightBrightness
1107.wav,0.5555555555555556,The light in the parking lot should be pink,[noise] like in the parking lot beeping,SetLightColor
1108.wav,0.6666666666666666,The light in the shed needs to be off,life in the shade the be all,SwitchLightOff
1109.wav,0.6666666666666666,The light needs to be dimmed,well i need to be them,DecreaseBrightness
111.wav,0.8571428571428571,Can you set the brightness to seventy-three,well the bagels,SetLightBrightness
1110.wav,0.5,The light needs to be dimmed.,no life needs to be damned,DecreaseBrightness
1111.wav,0.5,The lights are too bright and i want it dimmed,lives are too bright and i wanted him,DecreaseBrightness
1112.wav,0.4,The lights in the cellar need to be turned up,the lights in the sense that needs to be toned up,IncreaseBrightness
1113.wav,0.7,The lights in the garage need to be switched off.,right in the garage and stuff,SwitchLightOff
1114.wav,0.8888888888888888,The lights in the kids bedroom are too dark.,the indicates that tomorrow the dog,IncreaseBrightness
1115.wav,0.2,The lights in the living room need to be blue.,the lights in the living room need somebody blue,SetLightColor
1116.wav,0.0,The lights in the living room should be on twenty two.,the lights in the living room should be on twenty two,SetLightBrightness
1117.wav,0.5,The lights should be on please,it should be on you,SwitchLightOn
669.wav,0.2857142857142857,Lower the lights in the dining room.,nor the late in the dining room,DecreaseBrightness
67.wav,0.2857142857142857,Can you change the lights to green,can you change the light's green,SetLightColor
670.wav,0.16666666666666666,Lower the lights on the patio,lower their lights on the patio,DecreaseBrightness
671.wav,1.0,Lower the lights to twenty.,<unk> windy,SetLightBrightness
672.wav,0.3333333333333333,Lower the lights.,the lights,DecreaseBrightness
673.wav,1.0,Make adjustments to the studio lighting to twelve.,again yes men's convention realizing when,SetLightBrightness
674.wav,0.0,Make certain no lights are on in the bathroom,make certain no lights are on in the bathroom,SwitchLightOff
675.wav,0.625,Make it a little brighter in the bedroom.,making them but i did in the bedroom,IncreaseBrightness
676.wav,0.75,Make it a little less dark in here.,make it didn't finish talking yeah,IncreaseBrightness
677.wav,0.2222222222222222,Make it a little less dark in the backyard.,make it a little less dark in the back yard,IncreaseBrightness
678.wav,0.0,Make it brighter,make it brighter,IncreaseBrightness
679.wav,0.6,Make it brighter in here,right in here,IncreaseBrightness
68.wav,0.42857142857142855,Can you change the lights to pink,you change the lights repeat,SetLightColor
680.wav,0.8571428571428571,Make it brighter in the changing room,brighter and change,IncreaseBrightness
681.wav,0.7142857142857143,Make it brighter in the changing room.,get and the changing rooms,IncreaseBrightness
682.wav,1.0,Make it brighter in the dining room,<unk>,IncreaseBrightness
683.wav,0.375,Make it brighter in the large meeting room.,making brighter and the large meeting room,IncreaseBrightness
684.wav,0.2857142857142857,Make it brighter in the living room,brighter in the living room,IncreaseBrightness
685.wav,0.2857142857142857,Make it brighter in the waiting room,making brighter in the waiting room,IncreaseBrightness
686.wav,1.0,Make it dark,indoor,SwitchLightOff
687.wav,0.0,Make it dark in here,make it dark in here,SwitchLightOff
688.wav,0.8571428571428571,Make it dark in the changing room,making back and changing them,SwitchLightOff
689.wav,1.0,Make it dark.,[noise] me duck,SwitchLightOff
69.wav,0.75,"Can you change the lights to pink
everywhere",game change their lifestyle bank everywhere,SetLightColor
690.wav,0.6,Make it dimmer in here,make the money in your,DecreaseBrightness
691.wav,0.25,Make it more dim,make it more than,DecreaseBrightness
692.wav,0.125,Make it so that the light is pink.,make it so that the light is,SetLightColor
693.wav,0.5,Make laundry room green,make a little green,SetLightColor
694.wav,0.16666666666666666,Make laundry room light brightness twenty,make laundry room like brightness twenty,SetLightBrightness
695.wav,0.6666666666666666,Make lights brighter.,clients brighter,IncreaseBrightness
696.wav,0.6666666666666666,Make lights dimmer,make light dinner,DecreaseBrightness
697.wav,0.25,Make lights less bright in the laundry room,make lights less bright in the lottery or,DecreaseBrightness
698.wav,0.6666666666666666,Make lights pink,make lakes bank,SetLightColor
699.wav,0.25,Make loo lights off.,make new lights off,SwitchLightOff
7.wav,0.0,Add more lighting in the basement,add more lighting in the basement,IncreaseBrightness
70.wav,0.6666666666666666,Can you change the lights to the color red?,any like through the color red,SetLightColor
700.wav,0.4,Make my bulbs less bright.,makes my bulbs less right,DecreaseBrightness
701.wav,0.5,Make my lights blue,me my late blue,SetLightColor
702.wav,0.25,Make my lights brighter.,make my lunch brighter,IncreaseBrightness
703.wav,0.0,Make my lights green,make my lights green,SetLightColor
704.wav,0.5,Make my lights pink,make my life team,SetLightColor
705.wav,0.2,Make parking lights go on,parking lights go on,SwitchLightOn
706.wav,0.7777777777777778,Make sure the hallway lights are increased in brightness,make sure <unk> vitamins,IncreaseBrightness
707.wav,0.2222222222222222,Make sure the lights brighter so I can see,make sure the like that so i can see,IncreaseBrightness
708.wav,0.2857142857142857,Make sure there are no lights on,i'm sure there are no lights,SwitchLightOff
709.wav,1.0,Make the backyard brighter.,<unk>,IncreaseBrightness
71.wav,0.25,Can you change the patio light to blue,can you change the patio like blue,SetLightColor
710.wav,1.0,Make the basement at ten percent for the light setting,they <unk> or like a,SetLightBrightness
711.wav,0.8333333333333334,Make the basement lights go on.,me to be life goes on,SwitchLightOn
712.wav,1.0,Make the bathroom light dimmer,that might be better,DecreaseBrightness
713.wav,0.4,Make the bathroom lights on,[noise] make the bathroom right on,SwitchLightOn
714.wav,1.0,Make the bed room light dimmer,to to dinner,DecreaseBrightness
715.wav,0.7142857142857143,Make the bed room lights turn on,make the bedroom light or non,SwitchLightOn
716.wav,1.3333333333333333,Make the bedroom light intensity ten,[noise] may then that you're late in the,SetLightBrightness
717.wav,0.5,Make the boardroom light to twelve,make the boardroom like well,SetLightBrightness
718.wav,0.2,Make the boardroom lights red,make the boardroom lights read,SetLightColor
719.wav,0.5,Make the brightness at twelve percent,name is raymond at twelve percent,SetLightBrightness
72.wav,0.42857142857142855,Can you change the vestibule to red,can you change the basketball too right,SetLightColor
720.wav,0.42857142857142855,Make the brightness in the kitchen seventy-three.,make some brightness in the kitchen seventy three,SetLightBrightness
721.wav,0.875,Make the brightness of my lights thirty nine.,[noise] me too but i miss my like thirty nine,SetLightBrightness
722.wav,0.5454545454545454,Make the brightness of the lights to be at two percent,the price of the light yeah these two percent,SetLightBrightness
723.wav,0.5714285714285714,Make the color of the light pink.,make the color oh believe me,SetLightColor
724.wav,0.14285714285714285,Make the color of the light red.,make the color of the light read,SetLightColor
725.wav,0.4,Make the cubicle less bright,[noise] making cubicle less bright,DecreaseBrightness
726.wav,1.0,Make the cubicle light green,me too because like likely,SetLightColor
727.wav,1.0,Make the cubicle lighting to be dimmer,relating to beat them or,DecreaseBrightness
728.wav,0.3333333333333333,Make the cubicle lights turn off,make them cubicle that turn off,SwitchLightOff
73.wav,0.6,Can you darken the bedroom,can you dark in the bathroom,DecreaseBrightness
730.wav,0.7142857142857143,Make the dining room lights off please,dining room like all these,SwitchLightOff
731.wav,0.8,Make the entire flat brighter,make day <unk> that,IncreaseBrightness
732.wav,0.2857142857142857,Make the entrance light at twenty two,make the entrance like twenty two,SetLightBrightness
733.wav,1.0,Make the entrance lights less intense,<unk>,DecreaseBrightness
734.wav,1.25,Make the garage red,i mean they got injured,SetLightColor
735.wav,0.875,Make the kids bedroom brighter with more light,made the kids spend too bright that'd be more like,IncreaseBrightness
736.wav,0.8333333333333334,Make the kids bedroom light red,[noise] me bedroom right right,SetLightColor
737.wav,0.42857142857142855,Make the kids bedroom lights a twelve.,make the kids bedroom my each well,SetLightBrightness
738.wav,0.8,Make the kids room brighter,make they need somebody that,IncreaseBrightness
739.wav,0.0,Make the kitchen brighter,make the kitchen brighter,IncreaseBrightness
74.wav,0.4,Can you decrease the brightness,kind of decrease the brightness,DecreaseBrightness
740.wav,0.6,Make the large meeting room lights to thirty nine brightness,make that large meeting room late stupidity name but lightness,SetLightBrightness
741.wav,1.0,Make the laundry room a bit darker please,mean <unk>,DecreaseBrightness
742.wav,0.16666666666666666,Make the laundry room lights red.,make the laundry room lights read,SetLightColor
743.wav,0.75,Make the light brighter.,make delayed that,IncreaseBrightness
744.wav,0.8333333333333334,Make the light bulbs brighter please,made delayed bunch title please,IncreaseBrightness
745.wav,0.9,Make the light bulbs in the pantry the twenty brightness.,i mean life goes into independently twenty vitamins,SetLightBrightness
746.wav,0.4,Make the light bulbs pink,makes the light bulbs paint,SetLightColor
747.wav,1.0,Make the light dimmer,<unk>,DecreaseBrightness
748.wav,0.5,Make the light green,so light green,SetLightColor
749.wav,0.42857142857142855,Make the light in the bathroom brighter,like in the bathroom brighter,IncreaseBrightness
75.wav,0.2222222222222222,Can you decrease the brightness in the kids bedroom,can eat decrease the brightness in their kids bedroom,DecreaseBrightness
750.wav,0.625,Make the light in the bed room brighter,late in the bedroom brighter,IncreaseBrightness
751.wav,0.25,Make the light in the dining room red,make the like in the dining room read,SetLightColor
752.wav,0.875,Make the light in the pantry to two,me tonight independently to do,SetLightBrightness
753.wav,0.25,Make the light red,make the light turn red,SetLightColor
754.wav,0.6666666666666666,Make the lighting brighter in here.,delighting brave in here,IncreaseBrightness
755.wav,0.25,Make the lighting brighter in the living room,may lighting brighter in the living room,IncreaseBrightness
756.wav,0.25,Make the lighting more intense in the bathroom,makes the lady more intense in the bathroom,IncreaseBrightness
757.wav,0.4,Make the lights a little brighter in the laundry room.,the last two little brighter and the laundry room,IncreaseBrightness
758.wav,0.25,Make the lights blue,make the light blue,SetLightColor
759.wav,0.75,Make the lights blue,[noise] me the late blue,SetLightColor
76.wav,0.6666666666666666,Can you decrease the brightness of the light bulbs?,and you decrease the brightest lightbulb,DecreaseBrightness
760.wav,0.5,Make the lights blue.,make the new,SetLightColor
761.wav,0.0,Make the lights brighter,make the lights brighter,IncreaseBrightness
762.wav,0.2857142857142857,Make the lights brighter in the studio.,make allies brighter in the studio,IncreaseBrightness
763.wav,0.0,Make the lights brighter.,make the lights brighter,IncreaseBrightness
764.wav,0.8,Make the lights dimmer please.,simmer please,DecreaseBrightness
765.wav,0.5,Make the lights five,make the lives by,SetLightBrightness
766.wav,0.8,Make the lights go on,for life grow on,SwitchLightOn
767.wav,0.5,Make the lights green,makes the light's green,SetLightColor
768.wav,0.2,Make the lights green please.,make the light's green please,SetLightColor
769.wav,0.6666666666666666,Make the lights in the bed room less bright,me to live in the bedroom less right,DecreaseBrightness
77.wav,0.16666666666666666,Can you decrease the light intensity,can you decrease the intensity,DecreaseBrightness
770.wav,0.8,Make the lights in the cellar at the two brightness.,me in life in the <unk>,SetLightBrightness
771.wav,1.0,Make the lights in the garage a thirty nine please.,<unk>,SetLightBrightness
772.wav,0.2857142857142857,Make the lights in the house brighter.,major the lights in the house writer,IncreaseBrightness
773.wav,0.3333333333333333,Make the lights in the kids bedroom a ten.,make the lights and the kids room ten,SetLightBrightness
774.wav,0.625,Make the lights in the kids bedroom green,made life in the bedroom clean,SetLightColor
775.wav,0.14285714285714285,Make the lights in the room lower.,make the life in the room lower,DecreaseBrightness
776.wav,0.5,Make the lights in the studio to be at twelve,maybe license to the uh to be at twelve,SetLightBrightness
777.wav,0.14285714285714285,Make the lights in the toilets brighter,make the lights and the toilets brighter,IncreaseBrightness
778.wav,0.8,Make the lights less bright,makes life less right,DecreaseBrightness
78.wav,0.625,Can you dim the lights in the lounge,can you <unk> lounge,DecreaseBrightness
780.wav,0.4,Make the lights less bright.,make the land class bright,DecreaseBrightness
781.wav,0.8,Make the lights more bright,[noise] makes life more right,IncreaseBrightness
782.wav,0.125,Make the lights more bright in the bedroom,make the whites more bright in the bedroom,IncreaseBrightness
783.wav,0.16666666666666666,Make the lights not shine anymore,make the like not shine anymore,SwitchLightOff
784.wav,1.0,Make the lights pink,[noise] me the life speech,SetLightColor
785.wav,0.5,Make the lights pink.,made the lights think,SetLightColor
786.wav,0.5,Make the lights red,[noise] make the lights read,SetLightColor
787.wav,1.0,Make the lights the color red,made delayed that,SetLightColor
788.wav,0.2,Make the lights turn off,make the whites turn off,SwitchLightOff
789.wav,1.0,Make the lights turn off in the waiting room,right or not reading them,SwitchLightOff
79.wav,0.4166666666666667,Can you increase the brightness of the lights in the bed room?,and you increase the brightness lights in the bedroom,IncreaseBrightness
790.wav,0.6,Make the lights turn on,make delayed done on,SwitchLightOn
791.wav,0.4,Make the living room dimmer,[noise] make their living room dimmer,DecreaseBrightness
792.wav,1.0,Make the living room light dimmer,i mean they may be but,DecreaseBrightness
793.wav,0.0,Make the lounge twenty two,make the lounge twenty two,SetLightBrightness
794.wav,0.3333333333333333,Make the meeting room lights fifty.,make the meeting room late,SetLightBrightness
795.wav,0.2857142857142857,Make the pantry five percent in brightness,the pantry five percent brightness,SetLightBrightness
796.wav,0.0,Make the pantry lights to twelve,make the pantry lights to twelve,SetLightBrightness
797.wav,0.0,Make the patio brighter,make the patio brighter,IncreaseBrightness
798.wav,0.16666666666666666,Make the room a bit darker,[noise] make the room a bit darker,DecreaseBrightness
799.wav,0.0,Make the room brighter.,make the room brighter,IncreaseBrightness
8.wav,0.75,Adjust brightness to fifty.,i guess like fifty,SetLightBrightness
80.wav,0.0,Can you increase the brightness?,can you increase the brightness,IncreaseBrightness
800.wav,0.0,Make the studio lighting to be at the twelve setting,make the studio lighting to be at the twelve setting,SetLightBrightness
801.wav,0.6,Make the studio lights off.,mean the studio life or,SwitchLightOff
802.wav,0.2,Make the toilets green lights,make the toilet green lights,SetLightColor
803.wav,0.8333333333333334,Make twenty two the brightness setting.,twenties the frightening studying,SetLightBrightness
804.wav,1.0,May you change the light to pink please?,me eugene life being leave,SetLightColor
805.wav,0.6666666666666666,More light please,more like you,IncreaseBrightness
806.wav,0.6666666666666666,More lights please,more like,IncreaseBrightness
807.wav,0.5,Move the brightness setting in the dining room to five.,the same thing in the dining room right,SetLightBrightness
808.wav,0.0,My bedroom needs to be darker.,my bedroom needs to be darker,DecreaseBrightness
809.wav,0.16666666666666666,No more lights in the garden.,no more like in the garden,SwitchLightOff
81.wav,0.6666666666666666,Can you increase the lighting level in the studio?,that late mean never in the studio,IncreaseBrightness
810.wav,0.25,"Ok alexa, Cut out lights in the pantry",okay let's cut out lights in the pantry,SwitchLightOff
811.wav,0.625,"Ok google, Turn off lights in entire flat",okay google turn out like an entire flat,SwitchLightOff
812.wav,0.8,"Ok google, turn off lights",okay google turned on lights,SwitchLightOff
813.wav,0.2,Once you enter the laundry room turn on the lights,once you intend to laundry room turn on the lights,SwitchLightOn
814.wav,0.4,PLEASE TURN ON THE LIGHTS,turn on the light,SwitchLightOn
815.wav,0.375,Place the cellar lights in the off postion,the cellar lights in the position,SwitchLightOff
816.wav,0.3,Place the lighting on level twenty two in the cubicle,cleaning the landing on level twenty two in the crucible,SetLightBrightness
817.wav,0.75,Please activate the lights.,the light,SwitchLightOn
818.wav,0.75,Please adjust the cubicle lights so it's brighter,just to keep my whole life so it's brighter,IncreaseBrightness
819.wav,0.1111111111111111,Please adjust the light brightness to go lower please.,please adjust the light brightness to go lower grades,DecreaseBrightness
82.wav,0.2222222222222222,Can you light up the basement a bit more,you light up the basement the bit more,IncreaseBrightness
820.wav,0.42857142857142855,Please adjust the light bulbs to twelve.,just the light to twelve,SetLightBrightness
821.wav,0.75,Please brighten the lights in the meeting room,<unk> the room,IncreaseBrightness
822.wav,0.6666666666666666,Please change entrance lights to blue,change and translate the blue,SetLightColor
823.wav,0.8,Please change lights to red.,change the like to red neck,SetLightColor
824.wav,0.14285714285714285,Please change the brightness in the room.,least change the brightness in the room,DecreaseBrightness
825.wav,0.5,Please change the brightness level in parking area to twenty.,change the bright enough level and parking area you're twenty,SetLightBrightness
826.wav,0.6,Please change the brightness level in the backyard to fifty.,change the bright enough level in the back yard,SetLightBrightness
827.wav,0.7272727272727273,Please change the color in the large meeting room to pink.,gender got out in the lodge meeting whom do think,SetLightColor
828.wav,0.625,Please change the color of the lights red.,please can that got off the lights,SetLightColor
